"activation"	"item"	"position"	"word"	"time"	"retrieve_wh"	"reanalysis"	"agreeing_actions"	"matching_fs"	"fan_size"	"condition"	"critical"
6.240258141357	5	6	"ran"	10	"None"	"no"	2	16.5	784875.151515151	"gram_high"	-1
8.12941570778881	5	7	"into"	10	"None"	"no"	3	8.66666666666667	1501921.26923077	"gram_high"	-1
7.39076122545106	5	8	"the"	10	"None"	"no"	3	8	1633728.375	"gram_high"	-1
2.21411193756742	5	9	"people"	10	"None"	"yes"	1	23	513808.652173913	"gram_high"	0
5.20191288826811	5	10	"that"	10	"None"	"no"	2	12.5	973707.92	"gram_high"	1
5.5384638974931	5	11	"purchased"	10	"None"	"no"	3	6.66666666666667	1954632.45	"gram_high"	2
2.94140783953645	5	12	"our"	10	"None"	"no"	3	3.66666666666667	1030779.81818182	"gram_high"	3
3.83600203817945	5	13	"house"	10	"None"	"yes"	2.5	7.58333333333333	574118.175362319	"gram_high"	3
5.53423241875223	5	14	"last"	10	"None"	"no"	3	7.33333333333333	668626.636363636	"gram_high"	3
7.21678544533344	5	15	"year"	10	"yes"	"yes"	2.5625	13.8020833333333	1020772.47436725	"gram_high"	3
2.30720554378598	6	1	"while"	0.628558255121278	"None"	"no"	2	7	1322829.85714286	"gram_high"	-1
4.98951061546844	6	2	"in"	0.596235311267617	"None"	"no"	3	7	1818903	"gram_high"	-1
6.53966943189974	6	3	"the"	0.611605471810238	"None"	"no"	3	9	1478647	"gram_high"	-1
5.71994141600813	6	4	"recycling"	0.670112140462957	"None"	"yes"	2.57142857142857	13	1304367.75323516	"gram_high"	-1
3.92334333453962	6	5	"center"	0.688224634105075	"None"	"yes"	2	12	1125697.66666667	"gram_high"	-1
6.96036256090775	6	6	","	0.633620929594339	"None"	"no"	3	9	1435244	"gram_high"	-1
9.81655447527858	6	7	"we"	0.594238871187696	"None"	"no"	3	11.8333333333333	1111198.24233871	"gram_high"	-1
9.45496639248802	6	8	"looked"	0.62997417288681	"None"	"no"	3	11.3333333333333	1143031.05882353	"gram_high"	-1
7.47789510382602	6	9	"at"	0.59459132034653	"None"	"no"	3	8.66666666666667	1505975.42307692	"gram_high"	-1
6.81321383199319	6	10	"the"	0.608092346860642	"None"	"no"	3	7.66666666666667	1711119.39130435	"gram_high"	-1
2.16350120020936	6	11	"machines"	0.667942809830806	"None"	"yes"	1	23	514345.913043478	"gram_high"	0
10.4331477397631	6	12	"that"	0.664361022980303	"None"	"no"	4	12.3333333333333	1201073.9356382	"gram_high"	1
9.96510626496907	6	13	"poured"	0.636323400708116	"None"	"no"	3	12	1151304.58333333	"gram_high"	2
7.60437878094998	6	14	"through"	0.645269918937194	"None"	"no"	3	9.33333333333333	1385863.5	"gram_high"	3
2.42981314925686	6	15	"our"	0.621533632569847	"None"	"yes"	1.5	20	857930.826923077	"gram_high"	3
4.77391899249104	6	16	"garbage"	0.698502163133593	"None"	"yes"	2	12	1101044.41666667	"gram_high"	3
3.99541277481534	7	1	"we"	0.60005662266832	"None"	"no"	2	11.6666666666667	1027496	"gram_high"	-1
8.09115656790641	7	2	"watched"	0.640338444702387	"None"	"no"	3	10	1292758.2	"gram_high"	-1
6.95428630531878	7	3	"the"	0.608332074176937	"None"	"no"	3	9	1442742.77777778	"gram_high"	-1
7.5718488475094	7	4	"workers"	0.644126646640237	"None"	"no"	3	9.55555555555556	1498749.67986315	"gram_high"	0
9.23139940044178	7	5	"that"	0.613112976496303	"None"	"no"	2.75	12.75	829946.866171329	"gram_high"	1
3.81027780349937	7	6	"piled"	0.631290177147163	"None"	"no"	1	32	364451.03125	"gram_high"	2
7.83126690433126	7	7	"the"	0.601678336618835	"None"	"no"	4	10	1755402.8	"gram_high"	3
5.71099848921296	7	8	"seeds"	0.629030256111996	"None"	"no"	11.3333333333333	14.5777777777778	5470011.5530303	"gram_high"	3
7.05647742498689	7	9	"onto"	0.615345362082652	"None"	"no"	5	10	2436017	"gram_high"	3
6.09717084017947	7	10	"the"	0.6046596729519	"None"	"no"	3	7.33333333333333	1858330.63636364	"gram_high"	3
8.32475940078051	7	11	"fields"	0.631050776005447	"None"	"yes"	2.64285714285714	13.3452380952381	1122632.82173674	"gram_high"	3
2.09916066588863	8	1	"the"	0.608816423973408	"None"	"no"	2	6.5	1440528.92307692	"gram_high"	-1
5.53991865937283	8	2	"tv"	0.596279319040716	"None"	"no"	3	7.33333333333333	1751136	"gram_high"	-1
6.86344111183539	8	3	"show"	0.614699342759819	"None"	"no"	2.75	10.625	1300818.41666983	"gram_high"	-1
7.28460198090206	8	4	"with"	0.613334024893896	"None"	"no"	12	10	5778366	"gram_high"	-1
7.3866195565821	8	5	"the"	0.610952489646988	"None"	"no"	5	10	2360880.5	"gram_high"	-1
7.42715217274374	8	6	"mountaineers"	0.693880774113762	"None"	"yes"	9.71428571428571	10.9103519668737	4762076.73349445	"gram_high"	0
11.8440821981789	8	7	"who"	0.652607951280934	"None"	"no"	3	13.5833333333333	848744.031359266	"gram_high"	1
11.2550224200453	8	8	"climbed"	0.638656253418616	"None"	"no"	4	13	1359314.76923077	"gram_high"	2
8.01863613144381	8	9	"the"	0.600260274979954	"None"	"no"	3	10	1314294.3	"gram_high"	3
9.34975999298712	8	10	"rocks"	0.621732852766295	"None"	"no"	5.16666666666667	13.7972222222222	2258016.11364845	"gram_high"	3
7.34908165614747	8	11	"was"	0.602719114270919	"None"	"no"	3	9	1563836.66666667	"gram_high"	3
7.63433989108853	8	12	"a"	0.58621780134706	"None"	"no"	3	9.33333333333333	1441380.64285714	"gram_high"	3
6.54980566444571	8	13	"huge"	0.621986256867985	"None"	"no"	3	7.66666666666667	1681019.47826087	"gram_high"	3
7.65056285633156	8	14	"success"	0.642589633458769	"None"	"yes"	13	11.2083333333333	6372762.53676471	"gram_high"	3
2.09916066588863	9	1	"the"	0.617516423973407	"None"	"no"	2	6.5	1440528.92307692	"gram_high"	-1
5.44994062839472	9	2	"professor"	0.666664831888053	"None"	"no"	2.66666666666667	9.33333333333333	1410453.75833333	"gram_high"	-1
7.62936296658975	9	3	"gave"	0.61462645009732	"None"	"no"	3	9	1536085	"gram_high"	-1
6.41772419131305	9	4	"extra"	0.628837865094375	"None"	"no"	3	8	1647886.125	"gram_high"	-1
1.68259228344963	9	5	"credit"	0.64526236060164	"None"	"yes"	1	19	685877.631578947	"gram_high"	-1
7.48872662951677	9	6	"to"	0.643872272636249	"None"	"no"	3	8.66666666666667	1588976.19230769	"gram_high"	-1
7.94801797463923	9	7	"the"	0.605779590720989	"None"	"no"	3	10	1390522.2	"gram_high"	-1
6.30754896948289	9	8	"students"	0.657849786429375	"None"	"no"	2.33333333333333	13.2777777777778	1115790.93672014	"gram_high"	0
11.1260495613276	9	9	"that"	0.614024850941125	"None"	"no"	3	13.1666666666667	807437.610576923	"gram_high"	1
11.1739344337982	9	10	"created"	0.639262051152905	"None"	"no"	3	12	1156696.75	"gram_high"	2
8.30739486099062	9	11	"the"	0.598779344225225	"None"	"no"	3	10	1316552.1	"gram_high"	3
4.33608262418796	9	12	"best"	0.627675419100153	"None"	"no"	2	12	1063190.33333333	"gram_high"	3
6.87743580110773	9	13	"formulas"	0.653873495781391	"None"	"yes"	2.75	10.625	1393984.79976959	"gram_high"	3
2.09916066588863	10	1	"the"	0.617516423973407	"None"	"no"	2	6.5	1440528.92307692	"gram_high"	-1
5.44994062839472	10	2	"principal"	0.670364831888053	"None"	"no"	2.66666666666667	9.5	1426292.8265873	"gram_high"	-1
6.74929368455896	10	3	"praised"	0.643811247265257	"None"	"no"	3	9	1348096.5	"gram_high"	-1
5.84598739195066	10	4	"the"	0.607158183548882	"None"	"no"	3	8	1636023	"gram_high"	-1
6.52943687720262	10	5	"teacher"	0.646524885158033	"None"	"no"	2.66666666666667	11	1249588.4469697	"gram_high"	0
10.8874165061089	10	6	"that"	0.613641424108332	"None"	"no"	4	12.9166666666667	1157944.8788384	"gram_high"	1
9.78020792284815	10	7	"noticed"	0.640491981973065	"None"	"no"	3	12	1156696.75	"gram_high"	2
7.83126690433126	10	8	"the"	0.602978336618835	"None"	"no"	4	10	1755402.8	"gram_high"	3
5.38266968736402	10	9	"foreign"	0.654904403241501	"None"	"no"	23	8.34782608695652	12550999.375	"gram_high"	3
6.38647001130041	10	10	"exchange"	0.661897792650201	"None"	"no"	3	8	1622850.375	"gram_high"	3
6.19600646469362	10	11	"student"	0.644866248997578	"None"	"yes"	5.4	15.4791208791209	2415383.97708625	"gram_high"	3
2.09916066588863	11	1	"the"	0.615016423973408	"None"	"no"	2	6.5	1440528.92307692	"gram_high"	-1
1.76589985250571	11	2	"parents"	0.659130124998965	"None"	"yes"	1	18	700069.666666667	"gram_high"	-1
6.12676943864867	11	3	"scolded"	0.695001587197458	"None"	"yes"	3	7	1856824.28571429	"gram_high"	-1
5.84598739195066	11	4	"the"	0.658358183548881	"None"	"no"	3	8	1636023	"gram_high"	-1
7.09574186172376	11	5	"children"	0.654274027471396	"None"	"no"	3	9.66666666666667	1423907.18409091	"gram_high"	0
11.0504335122021	11	6	"who"	0.603424510659031	"None"	"no"	3	12.75	871387.348157051	"gram_high"	1
10.0148267967963	11	7	"ignored"	0.640151852453656	"None"	"no"	3	12	1154281.5	"gram_high"	2
8.01863613144381	11	8	"the"	0.600160274979953	"None"	"no"	3	10	1314294.3	"gram_high"	3
6.18388254782397	11	9	"house"	0.62958989361252	"None"	"yes"	2.66666666666667	14.3333333333333	1262685.4280303	"gram_high"	3
9.15357507125274	11	10	"rules"	0.66963234406473	"None"	"yes"	3.08333333333333	12.6805555555556	1283445.74056461	"gram_high"	3
2.1280951132814	12	1	"a"	0.589438237736103	"None"	"no"	2	6.5	1435821.07692308	"gram_high"	-1
6.45519010813103	12	2	"lot"	0.601966224186706	"None"	"no"	3	8.66666666666667	1603781.99706745	"gram_high"	-1
7.72900448927034	12	3	"of"	0.595653950011971	"None"	"no"	3	10.3333333333333	1403974.35483871	"gram_high"	-1
7.4719101596236	12	4	"people"	0.633001852213652	"None"	"no"	2.66666666666667	13.5	1191699.37597346	"gram_high"	-1
7.56008544153295	12	5	"did"	0.607047196764741	"None"	"no"	3	9.33333333333333	1508009.67857143	"gram_high"	-1
2.36417738759481	12	6	"better"	0.646207017305683	"None"	"no"	1	24	546752.916666667	"gram_high"	-1
6.30735497065737	12	7	"than"	0.616250161234699	"None"	"no"	3	7	1839486.42857143	"gram_high"	-1
4.05741605026631	12	8	"the"	0.612612851073176	"None"	"no"	2	11.5	1107740.60869565	"gram_high"	-1
6.86131863298918	12	9	"ones"	0.615703265322142	"None"	"yes"	2.77777777777778	10.3148148148148	1382986.61079083	"gram_high"	0
9.13683275390589	12	10	"who"	0.65705812084401	"None"	"no"	2.5	14.5833333333333	725639.119392022	"gram_high"	1
10.4317528478843	12	11	"skimmed"	0.6403629604284	"None"	"no"	3	12	1143484.83333333	"gram_high"	2
8.01863613144381	12	12	"the"	0.605260274979954	"None"	"no"	3	10	1314294.3	"gram_high"	3
8.55734437388882	12	13	"material"	0.650971927380696	"None"	"no"	3.11764705882353	11.9313725490196	1392972.78990068	"gram_high"	3
1.29381030392291	13	1	"many"	0.626166866911369	"None"	"no"	1	15	616321.2	"gram_high"	-1
5.27154819840381	13	2	"people"	0.63943660566007	"None"	"no"	2.33333333333333	11.7777777777778	1202434.54803179	"gram_high"	-1
4.525853834656	13	3	"stared"	0.637049392346593	"None"	"no"	2	13.5	996121.555555556	"gram_high"	-1
6.75997917788168	13	4	"at"	0.594291328406024	"None"	"no"	3	9	1488124.77777778	"gram_high"	-1
5.71474257494237	13	5	"the"	0.611822670156116	"None"	"no"	3	8	1647929.25	"gram_high"	-1
5.48398727474985	13	6	"farmers"	0.64759447888016	"None"	"no"	2.33333333333333	12.5555555555556	1137086.24375	"gram_high"	0
10.6827345242422	13	7	"who"	0.602917814245242	"None"	"no"	3	12.4166666666667	912241.752858355	"gram_high"	1
10.7622347088995	13	8	"lifted"	0.629309924150221	"None"	"no"	3	12.3333333333333	1101867.97297297	"gram_high"	2
8.01863613144381	13	9	"the"	0.603960274979954	"None"	"no"	3	10	1314294.3	"gram_high"	3
7.92267576481066	13	10	"animals"	0.645322573287766	"None"	"yes"	4.61538461538461	15.0051282051282	2042651.87998853	"gram_high"	3
6.52369710122174	13	11	"from"	0.669235781701669	"None"	"no"	7	9	3623591.22222222	"gram_high"	3
5.38145134838966	13	12	"their"	0.631706937939263	"None"	"no"	3	6.66666666666667	2012531.25	"gram_high"	3
5.80967691861688	13	13	"cages"	0.625931079333284	"None"	"yes"	2.66666666666667	10.6666666666667	1458409.94920635	"gram_high"	3
1.29381030392291	14	1	"many"	0.62486686691137	"None"	"no"	1	15	616321.2	"gram_high"	-1
5.18337543482908	14	2	"harsh"	0.630822328239148	"None"	"no"	3	7	1796914.71428571	"gram_high"	-1
6.47850681597922	14	3	"glances"	0.64552174713979	"None"	"no"	2.75	10.25	1328574.96931818	"gram_high"	-1
7.38718658539448	14	4	"were"	0.619351484781789	"None"	"no"	4	9	1994605.33333333	"gram_high"	-1
6.0083855197054	14	5	"directed"	0.655034737015362	"None"	"no"	2.33333333333333	12.6666666666667	1162220.7	"gram_high"	-1
9.72478509549773	14	6	"at"	0.590273265507137	"None"	"no"	3	12	1168063.25	"gram_high"	-1
7.7258797624389	14	7	"the"	0.607459338701944	"None"	"no"	3	10	1389566.5	"gram_high"	-1
7.1622082552303	14	8	"people"	0.634953782577904	"None"	"no"	2.66666666666667	12.6111111111111	1247001.45494505	"gram_high"	0
11.6540219886026	14	9	"who"	0.6033455485728	"None"	"no"	3	13.25	874575.219624126	"gram_high"	1
7.54591679819506	14	10	"hurried"	0.649671974415828	"None"	"no"	2	19.5	710455.538461538	"gram_high"	2
7.23289103874888	14	11	"through"	0.645426609344572	"None"	"no"	3	9	1441497.33333333	"gram_high"	3
6.24088435358914	14	12	"the"	0.605178925382132	"None"	"no"	3	8.33333333333333	1582500.24	"gram_high"	3
5.71906477727848	14	13	"crowd"	0.632413915693418	"None"	"no"	2.33333333333333	12.5555555555556	1137434.37083333	"gram_high"	3
6.51547260849004	14	14	"rudely"	0.634751404021657	"None"	"yes"	3	9	1596168.33333333	"gram_high"	3
2.09916066588863	15	1	"the"	0.611316423973407	"None"	"no"	2	6.5	1440528.92307692	"gram_high"	-1
6.002481539032	15	2	"jury"	0.614146422447511	"None"	"no"	2.66666666666667	9.72222222222222	1348625.85372248	"gram_high"	-1
7.72040226575679	15	3	"was"	0.601968788068645	"None"	"no"	3	9.33333333333333	1474293.53571429	"gram_high"	-1
7.82124573490411	15	4	"not"	0.609895482365401	"None"	"no"	5	9	2448537.77777778	"gram_high"	-1
4.76315396893972	15	5	"favorable"	0.67262568593541	"None"	"yes"	2.33333333333333	17.5555555555556	1110721.23663866	"gram_high"	-1
6.00904139772403	15	6	"toward"	0.686533439211785	"None"	"no"	3	7.66666666666667	1647516.26086957	"gram_high"	-1
5.69701481738457	15	7	"the"	0.611258608767111	"None"	"no"	3	7.66666666666667	1684872.65217391	"gram_high"	-1
6.23764343299607	15	8	"defendant"	0.666685221083791	"None"	"yes"	2.6	13.2833333333333	1233766.89544531	"gram_high"	0
9.41981130498703	15	9	"who"	0.656427047820121	"None"	"no"	8.5	11.36	1893173.95357143	"gram_high"	1
11.0109114147625	15	10	"changed"	0.640776840007694	"None"	"no"	3	11.6666666666667	1181702.22857143	"gram_high"	2
6.5528470932459	15	11	"part"	0.615480494363959	"None"	"no"	2	19.5	787291.907407407	"gram_high"	3
8.77750935914425	15	12	"of"	0.593019745839474	"None"	"no"	3	11.3333333333333	1290849.88235294	"gram_high"	3
6.07567605893246	15	13	"his"	0.610401941667565	"None"	"no"	3	8	1708580.75	"gram_high"	3
4.12528140571972	15	14	"story"	0.629756301954962	"None"	"yes"	2	11.5	1177511.2173913	"gram_high"	3
2.09916066588863	16	1	"the"	0.621216423973407	"None"	"no"	2	6.5	1440528.92307692	"gram_high"	-1
5.98597782117603	16	2	"psychiatrist"	0.698179116663728	"None"	"no"	3	8.33333333333333	1636418.95357143	"gram_high"	-1
4.79597690348691	16	3	"worked"	0.639054027322349	"None"	"no"	2	13	1055508.30769231	"gram_high"	-1
7.10209079441263	16	4	"with"	0.611262513925656	"None"	"no"	3	8	1637262.75	"gram_high"	-1
6.11053347989021	16	5	"a"	0.591033432415227	"None"	"no"	3	7	1856977.42857143	"gram_high"	-1
6.74886946250783	16	6	"patient"	0.645212038410293	"None"	"no"	2.66666666666667	10.8888888888889	1304908.20889934	"gram_high"	0
10.3582738769274	16	7	"who"	0.60836532599951	"None"	"no"	3.75	14	1063133.12195513	"gram_high"	1
3.56433752010695	16	8	"remembered"	0.68377614860557	"None"	"no"	1	31	373180.580645161	"gram_high"	2
4.98604569008011	16	9	"most"	0.618342750886783	"None"	"no"	2	13.5	937484.814814815	"gram_high"	3
6.50129114323641	16	10	"of"	0.596578365689874	"None"	"no"	4	9	2042253.77777778	"gram_high"	3
3.36719544213787	16	11	"her"	0.621054250812685	"None"	"no"	2	10.5	1265982.57142857	"gram_high"	3
8.54678428634329	16	12	"childhood"	0.667188975966592	"None"	"yes"	2.84210526315789	12.9210526315789	1208762.26956435	"gram_high"	3
8.35036767474908	16	13	"family"	0.691308717509798	"None"	"yes"	2.85	12.675	1249227.68354645	"gram_high"	3
4.24374636728107	16	14	"vacations"	0.71948506015466	"None"	"yes"	3	9.75	824498.444444444	"gram_high"	3
3.98318602156331	17	1	"he"	0.600085058025393	"None"	"no"	2	11.6666666666667	1030551.02	"gram_high"	-1
5.40555865556711	17	2	"learned"	0.642856829694455	"None"	"no"	2	15	862309.8	"gram_high"	-1
7.85566529726109	17	3	"a"	0.581736649551408	"None"	"no"	3	10	1308239.1	"gram_high"	-1
7.17316376864029	17	4	"lot"	0.604834024176307	"None"	"no"	2.66666666666667	11.9444444444444	1288535.07336957	"gram_high"	-1
7.64302149180023	17	5	"from"	0.613102722961477	"None"	"no"	3	9	1590693.22222222	"gram_high"	-1
7.2858769551165	17	6	"the"	0.607931746985602	"None"	"no"	3	9.33333333333333	1509425.25	"gram_high"	-1
8.3000438605327	17	7	"lawyer"	0.632691450085989	"None"	"yes"	3	11.7291666666667	1332277.67533832	"gram_high"	0
11.1233002465276	17	8	"who"	0.657528463905299	"None"	"no"	3	12.5833333333333	925418.193978835	"gram_high"	1
11.118369908598	17	9	"considered"	0.669034945013676	"None"	"no"	3	12.6666666666667	1088466.31578947	"gram_high"	2
8.01863613144381	17	10	"the"	0.607760274979953	"None"	"no"	3	10	1314294.3	"gram_high"	3
5.49887505594906	17	11	"politician"	0.676263775363462	"None"	"yes"	3	15.5	1383298.59288538	"gram_high"	3
2.98404627831868	18	1	"due"	0.606505298935175	"None"	"no"	3	4.33333333333333	2132840.30769231	"gram_high"	-1
5.53294717455249	18	2	"to"	0.594993644873869	"None"	"no"	3	7.33333333333333	1701160.90909091	"gram_high"	-1
6.33108254862842	18	3	"its"	0.606904362729258	"None"	"no"	3	8	1565327.25	"gram_high"	-1
4.29950245449191	18	4	"style"	0.626858285862536	"None"	"yes"	2	11.5	1104958.26086957	"gram_high"	-1
6.81258329363915	18	5	","	0.638393516783285	"None"	"no"	3	8.66666666666667	1458897.34615385	"gram_high"	-1
5.05336238435048	18	6	"nobody"	0.639798582213168	"None"	"no"	2	13.5	735094	"gram_high"	-1
5.73194611232964	18	7	"took"	0.617387842967425	"None"	"no"	3	6.66666666666667	1874679.75	"gram_high"	-1
5.98115306955931	18	8	"the"	0.608488682756425	"None"	"no"	6	7	3672860.57142857	"gram_high"	-1
5.71313945755668	18	9	"news"	0.620425917981399	"None"	"yes"	3.33333333333333	10.3222222222222	1786411.33862434	"gram_high"	-1
6.28589748725301	18	10	"story"	0.678291652971554	"None"	"no"	2.75	9.54166666666667	1482788.86678571	"gram_high"	0
10.8179995560542	18	11	"that"	0.617334653825733	"None"	"no"	3	12.0833333333333	932885.98532356	"gram_high"	1
6.5201386152321	18	12	"predicted"	0.666942539739289	"None"	"no"	2	18.5	750296.162162162	"gram_high"	2
7.83126690433126	18	13	"the"	0.605978336618835	"None"	"no"	4	10	1755402.8	"gram_high"	3
6.71172123885964	18	14	"disaster"	0.664381421522927	"None"	"no"	9.66666666666667	12.0175438596491	4247016.94191919	"gram_high"	3
2.85843177843546	18	15	"seriously"	0.672923496857864	"None"	"yes"	2	25	966809.8	"gram_high"	3
2.35071488618454	19	1	"everybody"	0.67634269277485	"None"	"no"	2	7	1333336.14285714	"gram_high"	-1
3.35638332879412	19	2	"marveled"	0.658980690727725	"None"	"no"	2	9.5	1323609.15789474	"gram_high"	-1
3.46189784473727	19	3	"at"	0.600823640612419	"None"	"no"	2	10.5	1217089.33333333	"gram_high"	-1
5.20185167082909	19	4	"the"	0.607483302274593	"None"	"no"	3	6.66666666666667	1921366.65	"gram_high"	-1
5.33815889699242	19	5	"boy"	0.607597166425302	"None"	"yes"	9.6	13.8380952380952	4786813.07907115	"gram_high"	0
9.75821513246255	19	6	"who"	0.655124193639755	"None"	"no"	2.75	13.75	881508.114506346	"gram_high"	1
3.86826961056228	19	7	"screwed"	0.65155367893005	"None"	"no"	1	35	332387.028571429	"gram_high"	2
6.38997231638031	19	8	"all"	0.606391069784777	"None"	"no"	3	8	1587902	"gram_high"	3
6.56140405612563	19	9	"the"	0.60566428926235	"None"	"no"	3	8	1242417.5	"gram_high"	3
5.74953498833416	19	10	"pieces"	0.644252285211381	"None"	"yes"	2.25	15.1666666666667	929763.613232198	"gram_high"	3
5.83619695295718	19	11	"together"	0.706877817686337	"None"	"no"	3	8	1726404	"gram_high"	3
5.7759635740171	19	12	"in"	0.600898951038447	"None"	"no"	3	8	1723400.25	"gram_high"	3
2.7459165745696	19	13	"under"	0.632911240113654	"None"	"no"	2	9	1456005.66666667	"gram_high"	3
5.0849860530665	19	14	"a"	0.593931123011917	"None"	"no"	3	7	1834637.57142857	"gram_high"	3
4.50214130882395	19	15	"minute"	0.639002272842774	"None"	"yes"	2	17.5	1020648.21121934	"gram_high"	3
2.09916066588863	20	1	"the"	0.618716423973408	"None"	"no"	2	6.5	1440528.92307692	"gram_high"	-1
