position,word,freq,label,function,item,activation
14,through,94585.5,ungram_high,IN,6,2.160684376304592
15,our,106881.75,ungram_high,PRP$,6,2.2830431664730333
16,garbage,317.25,ungram_high,NN,6,-3.5759558263397446
17,.,24.75,ungram_high,.,6,-6.2500316988811715
1,we,403641.0,ungram_high,PRP,7,3.6129337402428114
2,watched,7535.25,ungram_high,VBD,7,-0.37528124969679366
3,the,6961417.875,ungram_high,DT,7,6.461418845027831
4,workers,16564.5,ungram_high,NNS,7,0.4151295572459384
5,over,148810.5,ungram_high,IN,7,2.6143362659926406
6,piled,760.5,ungram_high,VBD,7,-2.6870563932932003
7,the,6961417.875,ungram_high,DT,7,6.461418845027831
8,seeds,1851.75,ungram_high,NNS,7,-1.7874941908026447
9,onto,6984.0,ungram_high,IN,7,-0.4515605385572636
10,the,6961417.875,ungram_high,DT,7,6.461418845027831
11,fields,6557.625,ungram_high,NNS,7,-0.5148816692426097
12,.,24.75,ungram_high,.,7,-6.2500316988811715
1,the,6961417.875,ungram_high,DT,8,6.461418845027831
2,tv,7354.125,ungram_high,NN,8,-0.39970672807215857
3,show,30088.125,ungram_high,NN,8,1.0134756513850014
4,with,733556.25,ungram_high,IN,8,4.210608759730691
5,the,6961417.875,ungram_high,DT,8,6.461418845027831
6,mountaineers,78.75,ungram_high,NNS,8,-5.015515195721013
7,for,958188.375,ungram_high,IN,8,4.477855445776505
8,climbed,2727.0,ungram_high,VBD,8,-1.3972289281750496
9,the,6961417.875,ungram_high,DT,8,6.461418845027831
10,rocks,3290.625,ungram_high,NNS,8,-1.2081950704552764
11,was,1039471.875,ungram_high,VBD,8,4.559308638799121
12,a,2419745.625,ungram_high,DT,8,5.404505368361806
13,huge,8888.625,ungram_high,JJ,8,-0.20945247317087634
14,success,15078.375,ungram_high,NN,8,0.32085886510720146
15,.,24.75,ungram_high,.,8,-6.2500316988811715
1,the,6961417.875,ungram_high,DT,9,6.461418845027831
2,professor,5847.75,ungram_high,NN,9,-0.6300017567337541
3,gave,25814.25,ungram_high,VBD,9,0.8599337458566444
4,extra,10737.0,ungram_high,JJ,9,-0.019795288248643062
5,credit,8296.875,ungram_high,NN,9,-0.27863518784021635
6,to,2880389.25,ungram_high,TO,9,5.578807643890024
7,the,6961417.875,ungram_high,DT,9,6.461418845027831
8,students,16427.25,ungram_high,NNS,9,0.40679311382882744
9,near,19676.25,ungram_high,IN,9,0.5877568837961145
10,created,9876.375,ungram_high,VBN,9,-0.10366533248663548
11,the,6961417.875,ungram_high,DT,9,6.461418845027831
12,best,39268.125,ungram_high,JJS,9,1.2802835613562427
13,formulas,156.375,ungram_high,NN,9,-4.301681346365118
14,.,24.75,ungram_high,.,9,-6.2500316988811715
1,the,6961417.875,ungram_high,DT,10,6.461418845027831
2,principal,5500.125,ungram_high,NN,10,-0.691531932254794
3,praised,940.5,ungram_high,VBD,10,-2.471883863339709
4,the,6961417.875,ungram_high,DT,10,6.461418845027831
5,teacher,9843.75,ungram_high,NN,10,-0.10700556143856832
6,near,19676.25,ungram_high,IN,10,0.5877568837961145
7,noticed,5953.5,ungram_high,VBD,10,-0.6119718638171506
8,the,6961417.875,ungram_high,DT,10,6.461418845027831
9,foreign,18263.25,ungram_high,JJ,10,0.5130372275218342
10,exchange,9915.75,ungram_high,NN,10,-0.099690836088126
11,student,8616.375,ungram_high,NN,10,-0.24066834176401825
12,.,24.75,ungram_high,.,10,-6.2500316988811715
1,the,6961417.875,ungram_high,DT,11,6.461418845027831
2,parents,18387.0,ungram_high,NNS,11,0.5198153767552511
3,scolded,136.125,ungram_high,VBD,11,-4.443784131430493
4,the,6961417.875,ungram_high,DT,11,6.461418845027831
5,children,52434.0,ungram_high,NNS,11,1.56992336908797
6,for,958188.375,ungram_high,IN,11,4.477855445776505
7,ignored,3643.875,ungram_high,VBD,11,-1.1056170944094852
8,the,6961417.875,ungram_high,DT,11,6.461418845027831
9,house,57291.75,ungram_high,NN,11,1.6586564092491989
10,rules,12301.875,ungram_high,NNS,11,0.11668850161588322
11,.,24.75,ungram_high,.,11,-6.2500316988811715
1,a,2419745.625,ungram_high,DT,12,5.404505368361806
2,lot,20793.375,ungram_high,NN,12,0.6431181135857279
3,of,3309513.75,ungram_high,IN,12,5.717712269505563
4,people,139677.75,ungram_high,NNS,12,2.5509386501991385
5,did,161357.625,ungram_high,VBD,12,2.6953605900580073
6,better,40468.5,ungram_high,JJR,12,1.310444803434926
7,than,122451.75,ungram_high,IN,12,2.4191844449470437
8,the,6961417.875,ungram_high,DT,12,6.461418845027831
9,ones,13225.5,ungram_high,NNS,12,0.18933449947085962
10,off,78936.75,ungram_high,IN,12,1.9796002383429108
11,skimmed,292.5,ungram_high,VBD,12,-3.6593653176870995
12,the,6961417.875,ungram_high,DT,12,6.461418845027831
13,material,15229.125,ungram_high,NN,12,0.33084487522730205
14,.,24.75,ungram_high,.,12,-6.2500316988811715
1,many,100867.5,ungram_high,JJ,13,2.2250632597369115
2,people,139677.75,ungram_high,NNS,13,2.5509386501991385
3,stared,5208.75,ungram_high,VBD,13,-0.7462958901261224
4,at,537950.25,ungram_high,IN,13,3.900327488661853
