,0,1,2,3,4,5
0,642.3529955497656,612.3520461537472,517.4144834304623,613.9550351059893,635.3768482614455,542.2187928442753
1,590.2372213878019,574.8414006746913,572.3747731505551,570.0411546133038,562.3397782241324,636.2963997472777
2,588.7542990968989,577.1699182549759,483.447759322036,570.483564158304,621.7199110853437,557.7160687255863
3,223.23534376729052,249.84127829754527,262.1420203358128,164.6348236574052,262.27880651422186,267.90273661297476
4,300.2540461163696,341.26763326613883,268.9474442084695,286.25161757750794,340.44911478509647,168.9084722432927
5,394.9179756025819,343.8208034104035,407.2798224258516,408.06934718415124,420.8427222816903,329.66456388614193
6,325.1021198241999,284.06637816077506,381.7032237856449,405.02723996977295,371.33527288083127,384.9772135787133
7,377.5961487988641,325.4552497529879,307.75067660620584,307.4173704009581,342.8055150702551,320.6017163755453
8,427.6106577943132,360.444022766594,372.20700814376715,356.24196014234985,333.2591434543836,317.7433183644576
9,357.0331293342308,374.01282450047637,309.82338832926433,362.77558960379116,352.71090332003524,261.7048778048461
10,334.45343587900885,363.7614943426047,332.41137351848323,378.6479035670651,325.4247251187437,309.8008527274992
11,341.1946422749653,357.2318647775696,297.7807599394333,403.0248588896233,347.52265718907466,315.0159503977095
12,393.00734138375316,365.6670354135497,325.70943826605884,374.6213859578704,356.0797581159381,319.49607560614527
13,347.2940852040935,351.77199306712976,301.209986198357,349.8544827316785,326.2038064430058,312.38081860210565
14,370.1368229804254,345.43691213028086,319.4579088746614,400.8189052863728,345.931388623879,344.3129758133676
15,361.33972943304974,356.9846751132164,307.64721672311606,409.62488329504475,344.8937263918074,321.41599754518796
16,356.5323646356004,345.57133509365667,330.65083356422485,366.4941086075686,332.9072550800406,315.51524800608837
17,389.4941211936731,360.35420500388307,359.4337892788984,369.90782097369544,332.6600875209458,319.2921240238991
18,394.32121146787546,352.59937183834757,315.64187741868886,383.840660902759,368.376023151086,278.9623015747826
19,358.765950663168,343.09038784441526,263.9417970557913,375.4514324252234,331.7099080193224,335.8428528147513
20,383.47105633884456,344.52662665546546,287.2941550159595,373.09843857281237,364.57856628565946,296.51857275959867
21,341.9590749432186,343.5361955659221,329.96336457164875,371.33971231909084,357.77999562824385,307.83090842382944
22,361.84685946638257,358.6722118799721,316.2915024028577,376.6250556735115,374.8034350391349,336.10593467821883
23,384.4427649094089,362.44736684822107,312.2003265924132,372.36251331518685,347.9099833394488,332.32768435898373
24,359.3295815558557,354.4515971195683,350.98401563623,386.71897929174946,338.32152280750904,321.3002646030364
25,365.4419222731948,335.15250783881226,334.0808807817839,369.6105017316161,352.35148906577047,333.38729187524245
26,363.59665769530363,369.8845892012675,319.8280035368558,393.59802583067835,324.2344621554099,299.12090566788373
27,359.2491244061987,378.68615946576784,325.4711556953513,388.79220435181895,355.98435425540646,319.24926893906485
28,348.39541710022934,334.0339127525281,330.4180438591552,385.69387758143154,341.6386218595785,313.4542143676558
29,379.1089638489619,363.36410522137334,332.67885918561456,389.78867938145845,384.571959885805,331.7030942659275
30,363.11936898140925,381.61113160947525,312.1307464498303,376.4165089338521,383.859192010359,332.57599745032917
31,370.95986582419715,354.4656514524553,296.17835707297513,386.6241503428741,352.222977803449,346.9017952918529
32,382.46881704016715,367.4468969846697,327.787397960175,409.0596653986143,347.4961793370354,301.8936514946607
33,354.42768416392056,377.2328985430198,327.0894934057164,385.97626790925426,350.34898583343397,316.76158844352335
34,353.4014536611723,369.60562810508145,352.04687268161894,369.9264352478753,346.1772910097201,333.20662164496684
35,391.2078384083861,360.18686612715067,322.05159097431203,379.4224250282703,374.2249539529478,334.21786025930004
36,365.71045515506,342.8523862258226,323.00617247478783,372.4137207103573,358.2726838924235,313.3849072308334
37,355.77290350272006,363.33119026874726,310.31737683028337,365.81871368095216,369.0789170180413,323.732943135545
38,397.70869919862207,323.83143550182007,308.9283208801908,376.60073318389584,321.6564974904079,317.29728297034876
39,400.82551477969986,349.6438016667055,357.7774680687138,403.04137986350145,302.64492722651875,352.44037712097645
40,352.6343079764653,340.91942106495446,286.94149823209057,413.5967868396449,304.14079728790244,276.3365041615871
41,326.23524767572883,353.34109589730565,314.39421870598375,349.8432971009327,378.42414262717017,340.1217084223136
42,375.3226781166609,345.2298625507073,330.3099428645897,331.97967149564704,374.57566009227236,362.84944602509535
43,343.00743093249645,364.58442082140414,292.45747479455963,374.0231573665461,351.81671329359017,331.104935938901
44,359.4618055957747,423.8290757401497,295.0452396907773,339.16762570491954,349.90570788736335,345.9838634784043
45,359.247321870436,330.636382604271,364.1836031220573,426.4729387064033,363.1930070732166,341.4807944710027
46,352.1984096908116,387.6788357056997,274.9112787493285,344.67828643911935,304.4702955568023,311.0234554341597
47,448.1843643011781,341.0817050289125,367.24071211275253,430.95475274790704,318.7075079734502,345.38054248310914
48,374.89639855715194,359.33480871199873,297.3648956078026,361.560064423719,362.97914163596175,304.4240673603916
49,405.89787029484745,349.7847597111503,383.63610765088526,320.01610806547296,344.69292320458277,298.79503003414607
50,406.21305226732113,367.34018753647405,322.75988855755725,379.4691733852906,342.66184789502273,355.6529479800041
51,374.85132224468816,416.55904077906376,284.47606510552356,399.5759585603422,435.635842507327,349.5572970256554
52,356.6604810505553,378.2686995456546,289.4449814831779,347.52608239697594,365.0579992755016,338.26869635556045
53,398.9792446303312,358.0649010684522,313.2899924020983,360.44249726680323,364.16554196679743,349.2529012954986
54,370.5875580512068,358.27975453723036,321.47076316144313,378.9322393603624,358.09747329479205,331.2168161153162
55,358.4725372362608,347.30819024678857,297.37500814639986,372.0569376382353,336.0113875979262,319.84932544862903
56,359.7347484391823,362.8478259968577,315.0627780990893,378.09003059975385,369.89154963843055,316.06785519672104
57,354.95799420026077,370.73824959403845,356.26324842148114,376.1566603451556,353.9740100980043,312.8569960427929
58,380.9678773174015,368.0198161539545,317.13085546957535,351.6835266315106,365.0785515920052,295.8293963291452
59,378.1801134805232,365.9976242813307,300.0071425383302,385.3268149602021,367.33041784449,327.34378066943685
60,377.5613379262365,369.14758345198095,343.0125950463031,369.6165630343724,334.40399062803766,318.72521372653
61,366.1553245678906,331.06321109100975,315.1808339078711,352.91040123372807,334.130822486741,310.57703266896687
62,345.9818328334086,371.47982449870364,307.21641967064994,336.7908685281011,338.718936931808,303.0292788480548
63,353.8308647146537,361.2037344874441,324.92695376249634,392.67012103507733,296.8119231534961,331.5715803605529
64,371.88056222390844,355.54005516571465,324.6486619423877,385.7726448053222,349.2530242885685,319.0116663865672
65,362.26913257640024,369.6627712042928,325.6456214976496,381.2752183013202,353.00332129982115,320.098263152854
66,352.95865693547336,347.67895688250337,328.70768296364014,354.61589017284325,341.0961455611685,310.9864690613289
