,0,1,2,3,4,5
0,339.5932294084856,382.16296159844575,407.28201544006316,372.44072083054994,404.5297928863886,307.6400683979907
1,356.9524030508082,409.3196589532734,360.74808909404413,358.1252618422872,402.0133132260749,343.7889014926295
2,362.748854369982,388.61334424783684,484.5197310725946,355.97310074753665,360.1318366390335,404.3634256792766
3,363.0461994039575,369.1822132295657,362.90950494227803,423.57654603830406,318.88712850945376,327.92176075968683
4,385.6356259527673,372.0421717721339,385.17808822121503,401.6007832456954,341.8176149449374,391.5450719770129
5,360.9119698883626,366.7315525574975,350.60582355340216,333.4232811143048,313.9981158420897,290.6732512695978
6,349.64458941637287,439.28249515264304,459.17436862903344,406.80820281530134,375.0693718972147,363.87540100510023
7,380.2026377625204,355.7677848309724,399.68498446564854,342.04427988264257,393.37151320523697,351.96412815273214
8,384.6207020522824,385.8246467389223,351.07469543200494,407.76823229947587,310.6836217161807,331.80277727092687
9,360.32246335900334,345.8330901165492,378.7222277523319,376.9309461185955,342.1011509601517,322.8573821598229
10,373.2645693674239,360.7556421770265,376.93818899595334,379.6738714897139,365.5780030240149,329.2183471075742
11,379.5709495010805,357.5623596508718,369.76727368238903,401.9476004020885,365.78384616153005,303.4501185289306
12,402.11938009957794,395.91227742218405,430.1442099225027,373.0171305950102,350.06434306336035,335.41254556846513
13,358.6731314941285,436.26236548476203,330.73019033159517,438.5932106682843,420.37025193395436,316.36720581461947
14,392.1817104326554,376.1200537513354,358.8025768938834,423.57397360247074,432.9645001933109,364.483482071493
15,356.55029019779295,403.84080596154064,344.787264406895,344.9454604421459,343.7261335526788,328.22776522949084
16,388.66475005070487,387.5770818848299,297.78864461307495,412.04562820962457,374.6075311016511,282.3373481655353
17,342.4890881946774,337.7787063937928,357.5087421300587,399.0546562537643,346.63267264724124,323.815715679506
18,390.4629200473466,293.3678965305388,320.5699856337979,354.25748744932594,359.3354386063034,353.3773336609407
19,298.8554023374189,320.9572360927448,391.09967287777397,473.2792127685151,361.6364213577703,345.72924418173346
20,345.3228456496743,338.557040544716,313.71305653363504,452.2359104177124,280.6282852864102,238.8207431700461
21,309.3962718692552,316.2931783170674,392.39146562985127,376.69924168991946,410.11782286933715,281.0288033335289
22,389.2758632926585,334.7931289714186,391.9332671764863,366.6815996812635,329.5786823607501,383.29229130362023
23,369.4081455537402,372.1541250728431,344.14625136244894,364.74310860813847,310.85787465262996,367.7524102666126
24,356.9352644508147,350.35850014452575,353.59346274808695,378.7658581433494,313.7954980811353,320.54816228350813
25,303.37539935894995,291.805833392772,397.49485975406003,332.8265221362967,324.6334648933835,250.6885481490483
26,328.12666977776996,316.47218096496937,362.6050758055851,323.15090941866777,315.63918701720235,294.57836054012984
27,360.6567966030772,315.2875504580618,395.2851962912132,342.3097503327275,356.9062522024069,272.89972866377883
28,336.4322453425471,319.15497394250843,353.81271128810977,381.4120157482307,328.3197688108368,353.1618092533046
29,322.0747704553294,342.34581737232804,365.42458632982886,352.2728012689561,397.84904269007484,301.7294513728429
30,338.160394157207,382.811814895845,327.6328480054651,251.58378503612013,338.9673652584306,256.1212776619998
31,377.77543370320876,308.73362677548914,354.54858844242926,385.64191677278035,376.3501917252682,282.5075305127883
32,313.91527159159506,319.340788299788,448.2517311450454,378.00354695834955,331.2003975878704,263.52972433719265
33,368.890390780515,360.30189208434183,411.7596659372594,388.3990410647221,381.50808803632384,293.81693526001334
34,323.0526406306881,333.8232227205591,398.5990218227785,436.1840939361763,355.9975233924032,331.5995076873589
35,340.209769756116,314.9085542903116,439.8741982287708,404.7983527052134,322.91923858468925,323.62731156053627
36,342.33209472767186,307.8815230181646,422.56266571091453,346.39425250049567,353.13958201467926,305.44144706816365
37,379.50219741781217,330.9634784905327,365.43112951970113,402.88332581748267,376.69672857249907,378.33745434328813
38,362.37412720081574,361.8327434273309,316.8077810900283,365.3423399912909,348.1357945966478,315.7036467188674
39,397.9683730534623,368.1281827204091,407.8872100267131,423.30596718035434,404.54596685838055,344.9324383199288
40,390.26608061705787,355.99621074437823,375.62823583099794,411.18869723396585,365.92294887173523,332.11935180205325
41,358.22255133546275,344.3378975057706,384.4091388792123,428.1300565710693,372.3368025422243,331.6509052221911
42,345.85040232783285,345.26715588612853,373.599027081921,432.3792173492508,368.6896992047303,342.94455882941503
43,367.94631768702493,370.07138944714245,355.51859729310127,408.53569664731117,389.5565244340589,331.2358829910427
44,397.75571633157904,367.7735052602114,365.96771795030736,433.2781980173683,382.1880646190823,342.5818411881968
45,381.9719528141372,363.29848026232935,381.81489098396645,457.64935283844807,377.8721221621306,302.54691042048734
46,364.36204865449895,349.9365791620694,366.88038870331405,430.86760678151876,357.1142083637724,315.05477589163485
47,370.53981504890606,360.12927444487724,352.3246554414025,445.8721134128556,382.3453662730283,330.92004873948264
48,353.55912337607236,384.3096458774936,350.53506325932665,434.99283263141865,406.32665168583367,335.32280181899444
49,394.1635489407719,346.12011834602856,349.8479285734215,455.36935676690825,355.90012666929056,323.14216564509843
50,371.842703563476,343.85107681032576,383.47064144065445,396.831673224051,342.7472626288871,361.4457267357348
51,357.64776260372645,273.30003218406966,377.3301778750719,456.13392334473804,346.14373398127515,290.3809300578666
52,409.50923265749697,362.4325558370234,372.9767299223532,408.03465720635245,392.20814208395893,384.18913036142226
53,408.4028215156058,356.76879581536275,327.7085819572263,369.5008178633778,357.64442620189186,351.0017079081376
54,408.2631592178758,338.821619425128,355.365226052093,394.18658161300675,362.1071942566671,338.162819487852
55,364.6614527847164,354.9417018605814,409.8135934825187,395.760165083657,376.14103662184635,359.1845368292369
56,352.98863476485946,344.706919415915,356.8899972723063,413.81937065363,376.82102106004817,328.4441417840291
57,391.02493369717166,360.5443520569976,371.8402936251184,393.26845297430197,373.7047010401171,332.8403796863037
