std_interval__,lf_log__,le_log__,threshold,emma_prep_time_log__,prob_regression_interval__,std,lf,le,emma_prep_time,prob_regression,mu_rt__0,mu_rt__1,mu_rt__2,mu_rt__3,mu_rt__4,mu_rt__5,mu_rt__6,mu_rt__7,mu_rt__8,mu_rt__9,mu_rt__10,mu_rt__11,mu_reg__0,mu_reg__1,mu_reg__2,mu_reg__3,mu_reg__4,mu_reg__5,mu_reg__6,mu_reg__7,mu_reg__8,mu_reg__9,mu_reg__10,mu_reg__11
0.37985911595287436,-2.3025850929940455,-1.3284773760544002,0.7064065949308364,-2.017406150760383,-0.040821994520255256,36.03650825497705,0.10000000000000002,0.26488026744649007,0.13300000000000003,0.24999999999999997,258.29623867795397,403.90653138610855,900.4774456460261,258.2956897353204,556.4974918911839,908.1994938146352,271.6070888352542,404.03861524635533,893.8006999229194,271.60886479180897,556.6756584664524,909.2674682481012,8.007590223726738e-05,0.011544815033242275,0.47649820215408634,2.4859295861565858e-05,0.011549174159985137,0.4580766188205817,0.06327162905010368,0.0315524651608625,0.41304986007938604,0.08616402729802262,0.04609576119787756,0.4419166339527797
0.37985911595287436,-2.6619379992830616,-1.5567234975158566,0.7064065949308364,-2.017406150760383,1.7151775128846143,36.03650825497705,0.06981279341345445,0.21082571174757683,0.13300000000000003,0.4252782468219885,252.76327128874885,350.94805899425626,734.2535392018651,252.76051135813378,422.29365275153907,747.0580973885733,261.3112375594868,351.1710903868541,730.3579550801696,261.3179390976211,422.5949266770694,751.5579291684355,8.007590223726738e-05,0.019512008070605387,0.6905735326902602,2.4859295861565858e-05,0.019516367197348252,0.6604802147307623,0.10310759423691926,0.047486851235588726,0.5896200331247172,0.1419343785595644,0.0699973403099669,0.6454516689436882
1.352884728002419,-2.6619379992830616,-1.5567234975158566,2.182389533009305,-1.8405462352370934,1.118160315716846,47.88144990080028,0.06981279341345445,0.21082571174757683,0.15873069812161386,0.3792871840940151,252.7905440160216,350.92078626698355,711.5789356730281,252.78778408540654,422.2663800242663,725.3070835918379,261.3385102867595,351.1438176595814,725.3737873881539,261.3452118248938,422.5676539497967,741.712900394819,0.0031393173383706847,0.02362831908051346,0.6914354011017436,0.0009838240773284383,0.02376090374335991,0.6627405680616445,0.19692336773980423,0.12800736855342196,0.5747955281060892,0.23749696370211343,0.17322457025387933,0.6319453414717084
1.352884728002419,-2.6902841507282904,-2.900924541926801,1.8412465312340889,-1.8405462352370934,0.9899986188006874,47.88144990080028,0.06786165369355143,0.05497237229158467,0.15873069812161386,0.36725294827288235,278.1479156420313,331.5880042591171,752.1689894650405,277.37047388197976,342.84658852480504,764.4273927299462,287.0741221239506,337.614457596033,761.4006340044596,287.66240532366567,349.3667346270395,780.1566477030847,0.0013546389256216338,0.019621053328748927,0.6583695881386487,0.0004222002335527164,0.019687180748959775,0.6311290501683934,0.1541056094738579,0.09690693879169332,0.547788657801564,0.19021509501062234,0.1366177206591544,0.5993762644392713
1.352884728002419,-2.6902841507282904,-2.5902345864612637,1.8412465312340889,-1.8405462352370934,0.9771210707904436,47.88144990080028,0.06786165369355143,0.07500244346364479,0.15873069812161386,0.3660029342519665,272.9275748617856,332.33512802076564,740.0653523336971,272.5427341620017,348.67360321988355,752.0204135272046,280.3760495069266,335.8550575294275,748.2228407881767,280.74002799553466,352.6775321360047,766.3266680197662,0.0013546389256216338,0.019564234509616387,0.6569622906707533,0.0004222002335527164,0.019630361929827235,0.629800766440316,0.15382151537819522,0.09679330115342824,0.5465546941484775,0.18981736327669463,0.1364472642017568,0.5979653724292123
1.352884728002419,-3.093016429979891,-2.2019124760188475,1.8412465312340889,-1.8359348544814664,0.4219642033463129,47.88144990080028,0.04536490774495217,0.11059145248488751,0.15946435609629958,0.3059370536947802,251.05820535694104,309.40466874622234,685.7920196373418,250.98774409787728,327.2958307085715,695.9050333879295,255.5532903946437,310.3861619467876,692.98263403528,255.64434681071447,328.5071740672996,707.0476463793116,0.0013546389256216338,0.016833967211562464,0.5238235632645933,0.0004222002335527164,0.01690009463177331,0.5049328151993664,0.14017017888792563,0.09133276655732038,0.43160723734299,0.17070549219031717,0.12825646230759502,0.4599091097251813
1.8090970001206692,-3.093016429979891,-3.3450079005443016,1.8412465312340889,-1.8359348544814664,0.4219642033463129,51.69590948557333,0.04536490774495217,0.03525993658382263,0.15946435609629958,0.3059370536947802,264.33133302494116,308.292189411121,713.7499899317243,263.37008353935437,312.8097551535069,724.4483538551738,272.448677039191,314.91092620992004,723.4927037505363,273.00620461332204,319.6717008007565,738.6356588433005,0.0013546389256216338,0.016833967211562464,0.49774177024595756,0.0004222002335527164,0.01690009463177331,0.4836180915466426,0.14017017888792563,0.09133276655732038,0.41782068853120324,0.17070549219031717,0.12825646230759502,0.4433490871172089
1.3656308494567007,-3.093016429979891,-2.7801911467438662,1.8412465312340889,-1.8359348544814664,0.4219642033463129,48.00372672505995,0.04536490774495217,0.062026650051959474,0.15946435609629958,0.3059370536947802,257.8824178988797,306.73040051529324,695.1189537648381,257.47480468345975,315.41402734221845,705.5295276287923,263.24350585503464,310.0607589652615,703.0216041023061,263.5788040501512,319.08005384788896,717.586701634478,0.0013546389256216338,0.016833967211562464,0.517122374830537,0.0004222002335527164,0.01690009463177331,0.4982338176110256,0.14017017888792563,0.09133276655732038,0.42490634431990787,0.17070549219031717,0.12825646230759502,0.4532069368494862
-0.35132483832077965,-3.093016429979891,-2.16767411092321,1.8412465312340889,-2.517016162162843,0.4219642033463129,25.370610100902905,0.04536490774495217,0.1144434904591549,0.08070004370256348,0.3059370536947802,250.6313891166888,309.6840168333813,731.4256963114412,250.5701994673705,328.3979857215984,741.2978197148205,255.13372645710638,310.58419774575884,743.382490630644,255.21514965315532,329.5170727482823,756.2241065973094,0.0013546389256216338,0.016833967211562464,0.5903415042931139,0.0004222002335527164,0.01690009463177331,0.5684856913742109,0.14017017888792563,0.09133276655732038,0.4927382639809651,0.17070549219031717,0.12825646230759502,0.5325950978975232
0.38583031854934124,-3.093016429979891,-1.9708312842251503,1.8412465312340889,-2.517016162162843,0.4219642033463129,36.12143336960542,0.04536490774495217,0.1393409761017185,0.08070004370256348,0.3059370536947802,247.9367946762538,311.5813606846408,728.8105448042552,247.91222699299846,336.1544871949439,738.5297351186093,252.61589032794927,312.1136095699561,740.6052338043504,252.65484132947873,336.8419350796169,753.3905753158965,0.0013546389256216338,0.016833967211562464,0.5903415042931139,0.0004222002335527164,0.01690009463177331,0.5684856913742109,0.14017017888792563,0.09133276655732038,0.4927382639809651,0.17070549219031717,0.12825646230759502,0.5325950978975232
